Locus_Tag,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_siignificance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_recovery_6hours_significance,Recovery_15hours_vs_initial_encounter_ratio,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,min,max,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_protein_id,Genbank_product,PATRIC_id,PATRIC_product,PATRIC_class,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Locus_Tag
TM7x_02805,-0.46,8.89E-03,no,-0.11,7.39E-01,no,-0.56,2.33E-03,initial,-0.16,3.02E-01,no,-0.61,1.44E-03,initial,TM7x_02805,528093,528932,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00565,AJA06879.1,hypothetical protein,fig|1476577.3.peg.516,hypothetical protein,,,,,,,,,,,,TM7x_02805
TM7x_02810,-0.01,9.35E-01,no,0.02,9.98E-01,no,0.01,9.48E-01,no,0.04,9.19E-01,no,0.02,8.89E-01,no,TM7x_02810,528913,530796,reverse,alanyl-tRNA synthetase,K01872,J: Translation,,TM7x001_00566,AJA06576.1,alanyl-tRNA synthetase,fig|1476577.3.peg.517,Alanyl-tRNA synthetase (EC 6.1.1.7),Protein Processing,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain,alaS,6.1.1.7,K01872,"ko00970,map00970","M00359,M00360",R03038,"RC00055,RC00523",J: Translation,"GO:0003674,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",TM7x_02810
TM7x_02815,-0.62,2.52E-04,initial,0.16,3.97E-01,no,-0.46,2.00E-03,no,0.16,2.25E-01,no,-0.45,2.14E-03,no,TM7x_02815,530862,531212,reverse,30S ribosomal protein S16,K02959,J: Translation,,TM7x001_00567,AJA06577.1,30S ribosomal protein S16,fig|1476577.3.peg.518,SSU ribosomal protein S16p,,Ribosomal protein S16,rpsP,,K02959,"ko03010,map03010",M00178,,,J: Translation,"GO:0000028,GO:0000217,GO:0000400,GO:0003674,GO:0003676,GO:0003677,GO:0003735,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006259,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016787,GO:0016788,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",TM7x_02815
TM7x_02820,-1.69,1.06E-05,initial,-0.05,9.98E-01,no,-1.74,7.95E-06,initial,0.33,1.89E-01,no,-1.36,5.66E-05,initial,TM7x_02820,531289,532323,reverse,tRNA(5-methylaminomethyl-2-thiouridylate)-methyltransferase,K00566,J: Translation,,TM7x001_00568,AJA06578.1,transposon TnsE,fig|1476577.3.peg.519,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),,"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34",mnmA,2.8.1.13,K00566,"ko04122,map04122",,R08700,"RC02313,RC02315",J: Translation,,TM7x_02820
TM7x_02825,-1.11,6.42E-05,initial,-0.12,7.82E-01,no,-1.24,2.64E-05,initial,0.23,2.16E-01,no,-0.89,3.46E-04,initial,TM7x_02825,532320,532916,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00569,AJA06579.1,hypothetical protein,fig|1476577.3.peg.520,conserved hypothetical membrane protein,,DUF218 domain,,,,,,,,S: Function Unknown,,TM7x_02825
TM7x_02830,-0.51,1.04E-03,initial,-0.10,6.78E-01,no,-0.61,2.71E-04,initial,0.05,8.33E-01,no,-0.46,2.08E-03,no,TM7x_02830,532913,534070,reverse,cysteine desulfurase family protein,K04487,E: Amino Acid metabolism and transport,,TM7x001_00570,AJA06580.1,aminotransferase,fig|1476577.3.peg.521,Cysteine desulfurase (EC 2.8.1.7),,aminotransferase class V,,2.8.1.7,K04487,"ko00730,ko01100,ko04122,map00730,map01100,map04122",,"R07460,R11528,R11529","RC01789,RC02313",E: Amino Acid metabolism and transport,,TM7x_02830
TM7x_02835,-0.48,9.11E-03,no,-0.12,7.39E-01,no,-0.60,2.34E-03,initial,0.12,5.26E-01,no,-0.36,3.60E-02,no,TM7x_02835,534083,534520,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00571,AJA06880.1,hypothetical protein,fig|1476577.3.peg.522,hypothetical protein,,,,,,,,,,,,TM7x_02835
TM7x_02840,-0.51,6.96E-03,initial,-0.09,9.06E-01,no,-0.60,2.48E-03,initial,-0.02,9.69E-01,no,-0.54,5.15E-03,initial,TM7x_02840,534521,534817,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00572,AJA06881.1,hypothetical protein,fig|1476577.3.peg.523,hypothetical protein,,,,,,,,,,,,TM7x_02840
TM7x_02845,-0.13,3.37E-01,no,-0.04,9.98E-01,no,-0.17,2.20E-01,no,-0.06,7.54E-01,no,-0.20,1.62E-01,no,TM7x_02845,534829,535605,reverse,hydrolase TatD,K03424,L: Replication and repair,,TM7x001_00573,AJA06581.1,hydrolase TatD,fig|1476577.3.peg.524,Uncharacterized metal-dependent hydrolase YcfH,,"hydrolase, TatD family",yabD,,K03424,,,,,L: Replication and repair,,TM7x_02845
TM7x_02850,0.35,2.05E-02,no,-0.03,9.98E-01,no,0.32,2.94E-02,no,0.00,9.97E-01,no,0.35,2.03E-02,no,TM7x_02850,535650,537161,reverse,methionyl-tRNA synthetase,K01874,J: Translation,,TM7x001_00574,AJA06582.1,methionyl-tRNA synthetase,fig|1476577.3.peg.525,Methionyl-tRNA synthetase (EC 6.1.1.10),Protein Processing,Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation,metG,"6.1.1.10,6.1.1.20",K01874,"ko00450,ko00970,map00450,map00970","M00359,M00360","R03659,R03660,R04773","RC00055,RC00523",J: Translation,"GO:0003674,GO:0003824,GO:0004812,GO:0004825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",TM7x_02850
TM7x_02855,0.43,1.38E-02,no,-0.11,8.05E-01,no,0.32,5.20E-02,no,-0.12,5.45E-01,no,0.31,6.12E-02,no,TM7x_02855,537260,538708,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00575,AJA06882.1,hypothetical protein,fig|1476577.3.peg.526,Choline binding protein A,,,,,,,,,,,,TM7x_02855
TM7x_02860,0.32,1.23E-01,no,-0.12,8.05E-01,no,0.20,3.17E-01,no,0.06,8.51E-01,no,0.38,7.18E-02,no,TM7x_02860,538782,539534,reverse,COG1496: Uncharacterized conserved protein,K05810,S: Function Unknown,,TM7x001_00576,AJA06883.1,hypothetical protein,fig|1476577.3.peg.527,COG1496: Uncharacterized conserved protein,,Belongs to the multicopper oxidase YfiH RL5 family,yfiH,,K05810,,,,,S: Function Unknown,"GO:0003674,GO:0003824,GO:0005488,GO:0005507,GO:0005515,GO:0005575,GO:0005618,GO:0005623,GO:0008150,GO:0008152,GO:0016491,GO:0016679,GO:0016682,GO:0030312,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044464,GO:0046872,GO:0046914,GO:0046983,GO:0055114,GO:0071944",TM7x_02860
TM7x_02865,0.00,9.95E-01,no,-0.08,9.34E-01,no,-0.08,6.65E-01,no,0.14,5.08E-01,no,0.15,4.50E-01,no,TM7x_02865,539519,540298,reverse,ribosomal RNA small subunit methyltransferase A,K02528,J: Translation,,TM7x001_00577,AJA06583.1,ribosomal RNA small subunit methyltransferase A,fig|1476577.3.peg.528,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182),,Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits,ksgA,2.1.1.182,K02528,,,R10716,"RC00003,RC03257",J: Translation,"GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",TM7x_02865
TM7x_02870,-0.17,5.76E-01,no,-0.08,9.98E-01,no,-0.25,4.12E-01,no,0.28,4.07E-01,no,0.11,7.14E-01,no,TM7x_02870,540299,541315,reverse,hypothetical protein,K21687,S: Function Unknown,,TM7x001_00578,AJA06884.1,hypothetical protein,fig|1476577.3.peg.529,Cell wall-binding protein,,G5 domain protein,rpfB,,K21687,,,,,S: Function Unknown,"GO:0005575,GO:0005576,GO:0008150,GO:0009892,GO:0009893,GO:0010468,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019222,GO:0022611,GO:0032502,GO:0040008,GO:0040009,GO:0040010,GO:0044111,GO:0044114,GO:0044115,GO:0044403,GO:0044419,GO:0045927,GO:0048518,GO:0048519,GO:0050789,GO:0051704,GO:0060255,GO:0065007,GO:0085016",TM7x_02870
TM7x_02875,0.39,9.04E-03,no,0.01,9.98E-01,no,0.40,7.79E-03,no,0.20,1.46E-01,no,0.59,5.80E-04,recovery,TM7x_02875,541372,542538,reverse,hypothetical protein,K21688,G: Carbohydrate metabolism and transport,,TM7x001_00579,AJA06885.1,hypothetical protein,fig|1476577.3.peg.530,hypothetical protein,,G5,yabE,,K21688,,,,,G: Carbohydrate metabolism and transport,,TM7x_02875
TM7x_02880,0.41,8.88E-02,no,-0.09,9.54E-01,no,0.32,1.77E-01,no,0.04,9.56E-01,no,0.45,6.73E-02,no,TM7x_02880,542573,544675,reverse,DNA helicase II,K03657,L: Replication and repair,,TM7x001_00580,AJA06584.1,DNA helicase II,fig|1476577.3.peg.531,ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12),DNA Processing,PFAM UvrD REP helicase,pcrA,3.6.4.12,K03657,"ko03420,ko03430,map03420,map03430",,,,L: Replication and repair,,TM7x_02880
TM7x_02885,1.21,1.30E-06,recovery,0.05,9.48E-01,no,1.26,9.27E-07,recovery,0.04,8.37E-01,no,1.25,1.05E-06,recovery,TM7x_02885,544680,545963,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00581,AJA06886.1,hypothetical protein,fig|1476577.3.peg.532,hypothetical protein,,,,,,,,,,,,TM7x_02885
TM7x_02890,0.66,5.44E-03,recovery,-0.06,9.73E-01,no,0.59,9.27E-03,recovery,0.02,9.77E-01,no,0.68,4.36E-03,recovery,TM7x_02890,545977,546735,reverse,triosephosphate isomerase,K01803,G: Carbohydrate metabolism and transport,,TM7x001_00582,AJA06585.1,triosephosphate isomerase,fig|1476577.3.peg.533,Triosephosphate isomerase (EC 5.3.1.1),,Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P),tpiA,"2.7.2.3,5.3.1.1",K00927,"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003,M00165,M00166,M00308,M00552","R01015,R01512","RC00002,RC00043,RC00423",G: Carbohydrate metabolism and transport,"GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006066,GO:0006071,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019400,GO:0019405,GO:0019438,GO:0019439,GO:0019563,GO:0019637,GO:0019682,GO:0019693,GO:0019751,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046164,GO:0046166,GO:0046174,GO:0046184,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616",TM7x_02890
TM7x_02895,0.47,1.14E-02,no,-0.20,3.97E-01,no,0.27,1.12E-01,no,-0.18,2.89E-01,no,0.29,9.08E-02,no,TM7x_02895,546760,547998,reverse,phosphoglycerate kinase,K00927,G: Carbohydrate metabolism and transport,,TM7x001_00583,AJA06586.1,phosphoglycerate kinase,fig|1476577.3.peg.534,Phosphoglycerate kinase (EC 2.7.2.3),,phosphoglycerate kinase activity,pgk,"2.7.2.3,5.3.1.1",K00927,"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003,M00165,M00166,M00308,M00552","R01015,R01512","RC00002,RC00043,RC00423",F: Nucleotide metabolism and transport,"GO:0003674,GO:0003824,GO:0004618,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",TM7x_02895
TM7x_02900,0.40,3.47E-03,no,-0.16,3.41E-01,no,0.24,4.97E-02,no,-0.17,1.57E-01,no,0.22,6.12E-02,no,TM7x_02900,548010,549431,reverse,pyruvate kinase,K00873,G: Carbohydrate metabolism and transport,,TM7x001_00584,AJA06587.1,pyruvate kinase,fig|1476577.3.peg.535,Pyruvate kinase (EC 2.7.1.40),Energy,Belongs to the pyruvate kinase family,pyk,2.7.1.40,K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015",G: Carbohydrate metabolism and transport,"GO:0003674,GO:0003824,GO:0004743,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",TM7x_02900
TM7x_02910,0.54,5.41E-02,no,-0.07,9.98E-01,no,0.47,8.67E-02,no,-0.12,7.54E-01,no,0.42,1.25E-01,no,TM7x_02910,549755,549970,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00585,AJA06887.1,hypothetical protein,fig|1476577.3.peg.536,hypothetical protein,,,,,,,,,,,,TM7x_02910
TM7x_02915,0.67,1.13E-04,recovery,-0.05,9.18E-01,no,0.62,1.93E-04,recovery,-0.01,9.79E-01,no,0.67,1.19E-04,recovery,TM7x_02915,549967,552126,reverse,PAS sensor protein( EC:2.7.13.3 ),,T: Signal Transduction,,TM7x001_00586,AJA06888.1,hypothetical protein,fig|1476577.3.peg.537,hypothetical protein,,PhoQ Sensor,,,,,,,,T: Signal Transduction,,TM7x_02915
TM7x_02920,-0.21,1.25E-01,no,0.11,5.71E-01,no,-0.10,4.55E-01,no,0.17,1.57E-01,no,-0.04,7.49E-01,no,TM7x_02920,552138,553499,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00587,AJA06889.1,hypothetical protein,fig|1476577.3.peg.538,hypothetical protein,,,,,,,,,,,,TM7x_02920
TM7x_02925,0.28,7.97E-02,no,0.08,9.00E-01,no,0.35,3.13E-02,no,0.03,9.51E-01,no,0.30,5.81E-02,no,TM7x_02925,553540,553914,forward,hypothetical protein,,T: Signal Transduction,,TM7x001_00588,AJA06588.1,hypothetical protein,fig|1476577.3.peg.539,response regulator receiver modulated diguanylate cyclase,,His Kinase A (phosphoacceptor) domain,,,,,,,,T: Signal Transduction,,TM7x_02925
TM7x_02930,-0.64,1.37E-03,initial,0.01,9.98E-01,no,-0.63,1.52E-03,initial,0.12,4.57E-01,no,-0.52,5.26E-03,initial,TM7x_02930,553911,554723,reverse,"5,10-methylene-tetrahydrofolate cyclohydrolase",K01491,F: Nucleotide metabolism and transport,,TM7x001_00589,AJA06589.1,"5,10-methylene-tetrahydrofolate cyclohydrolase",fig|1476577.3.peg.540,Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5),Metabolism,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",folD,"1.5.1.5,3.5.4.9",K01491,"ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200","M00140,M00377","R01220,R01655","RC00202,RC00578",F: Nucleotide metabolism and transport,"GO:0003674,GO:0003824,GO:0004477,GO:0004488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006730,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0019238,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0055114",TM7x_02930
TM7x_02945,-0.61,2.87E-03,initial,-0.02,9.98E-01,no,-0.64,2.18E-03,initial,0.21,2.84E-01,no,-0.40,2.82E-02,no,TM7x_02945,555076,555489,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00592,AJA06890.1,hypothetical protein,fig|1476577.3.peg.541,hypothetical protein,,,,,,,,,,,,TM7x_02945
TM7x_02960,1.37,6.17E-05,recovery,-0.11,9.18E-01,no,1.26,1.18E-04,recovery,0.41,6.71E-02,no,1.78,6.89E-06,recovery,TM7x_02960,555741,557546,forward,hypothetical protein,K00688,G: Carbohydrate metabolism and transport,,TM7x001_00594,AJA06891.1,hypothetical protein,fig|1476577.3.peg.542,Glycogen phosphorylase ,,Protein of unknown function (DUF3417),glgP,"2.4.1.1,2.4.1.8",K00688,"ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931",,"R01555,R02111",RC00049,G: Carbohydrate metabolism and transport,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944",TM7x_02960
TM7x_02965,1.72,9.25E-05,recovery,-0.05,9.98E-01,no,1.67,1.15E-04,recovery,0.11,7.72E-01,no,1.84,5.66E-05,recovery,TM7x_02965,557536,559056,reverse,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,K00790,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00595,AJA06590.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,fig|1476577.3.peg.543,XRE-family DNA-binding domain / UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),"Cellular Processes/ Stress Response, Defense, Virulence",UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,2.5.1.7,K00790,"ko00520,ko00550,ko01100,map00520,map00550,map01100",,R00660,RC00350,M: Cell wall/membrane/envelop biogenesis,,TM7x_02965
